1.538923931121826172e+01,1.538907718658447266e+01,1.538848781585693359e+01,1.538725471496582031e+01,1.539216232299804688e+01,1.540267658233642578e+01,1.540374374389648438e+01,1.542938327789306641e+01,1.548415184020996094e+01,1.550402069091796875e+01,1.549940490722656250e+01,1.549651813507080078e+01,1.549178218841552734e+01,1.548906612396240234e+01,1.549099349975585938e+01,1.549564933776855469e+01,1.549363613128662109e+01,1.551837921142578125e+01,1.557750225067138672e+01,1.560211563110351562e+01,1.559525966644287109e+01,1.559035968780517578e+01,1.558909225463867188e+01,1.558982944488525391e+01,1.559003734588623047e+01,1.558998298645019531e+01,1.558996295928955078e+01,1.559044075012207031e+01,1.559043312072753906e+01,1.558959102630615234e+01,1.558394241333007812e+01,1.559219264984130859e+01,1.564682865142822266e+01,1.569122505187988281e+01,1.569178199768066406e+01,1.568910121917724609e+01,1.568963336944580078e+01,1.568974018096923828e+01,1.569029998779296875e+01,1.569093894958496094e+01,1.568921184539794922e+01,1.568334007263183594e+01,1.567764663696289062e+01,1.570802688598632812e+01,1.576755714416503906e+01,1.579299831390380859e+01,1.579221916198730469e+01,1.579092121124267578e+01,1.579014301300048828e+01,1.578668117523193359e+01,1.577813339233398438e+01,1.578038024902343750e+01,1.582501792907714844e+01,1.587654876708984375e+01,1.589287757873535156e+01,1.589337062835693359e+01,1.589100360870361328e+01,1.589002895355224609e+01,1.589034938812255859e+01,1.589059066772460938e+01,1.588535404205322266e+01,1.588124656677246094e+01,1.591541194915771484e+01,1.596583366394042969e+01,1.598722457885742188e+01,1.598766803741455078e+01,1.600545883178710938e+01,1.604944992065429688e+01,1.608124160766601562e+01
1.538724613189697266e+01,1.539104461669921875e+01,1.540596580505371094e+01,1.541000843048095703e+01,1.542952442169189453e+01,1.548122978210449219e+01,1.550471210479736328e+01,1.549791717529296875e+01,1.549108123779296875e+01,1.548912429809570312e+01,1.548992347717285156e+01,1.548858642578125000e+01,1.548691272735595703e+01,1.548864364624023438e+01,1.551700305938720703e+01,1.557547473907470703e+01,1.560370922088623047e+01,1.559745216369628906e+01,1.559092617034912109e+01,1.558897018432617188e+01,1.558977699279785156e+01,1.559003734588623047e+01,1.558979129791259766e+01,1.558934307098388672e+01,1.559089946746826172e+01,1.559406852722167969e+01,1.559444618225097656e+01,1.558865356445312500e+01,1.559291744232177734e+01,1.564370727539062500e+01,1.569289207458496094e+01,1.569597530364990234e+01,1.569054222106933594e+01,1.568946361541748047e+01,1.568954086303710938e+01,1.569014072418212891e+01,1.569063663482666016e+01,1.569033050537109375e+01,1.568813037872314453e+01,1.568160247802734375e+01,1.570602130889892578e+01,1.576598739624023438e+01,1.579035091400146484e+01,1.578691673278808594e+01,1.578945732116699219e+01,1.579063415527343750e+01,1.579027080535888672e+01,1.578533363342285156e+01,1.578227996826171875e+01,1.582282447814941406e+01,1.587396144866943359e+01,1.588212776184082031e+01,1.588410472869873047e+01,1.589044857025146484e+01,1.589044380187988281e+01,1.588998699188232422e+01,1.589043807983398438e+01,1.589059066772460938e+01,1.588937854766845703e+01,1.588076782226562500e+01,1.589177703857421875e+01,1.594367218017578125e+01,1.598458862304687500e+01,1.599431896209716797e+01,1.598894309997558594e+01,1.597764110565185547e+01,1.601031494140625000e+01,1.607770156860351562e+01,1.609778404235839844e+01
1.539394664764404297e+01,1.542821407318115234e+01,1.547995471954345703e+01,1.550451850891113281e+01,1.549882030487060547e+01,1.549148941040039062e+01,1.548915958404541016e+01,1.548913955688476562e+01,1.548795127868652344e+01,1.548746299743652344e+01,1.549549388885498047e+01,1.550418949127197266e+01,1.550694751739501953e+01,1.554581069946289062e+01,1.559368515014648438e+01,1.559709262847900391e+01,1.559000015258789062e+01,1.558954620361328125e+01,1.558955097198486328e+01,1.558963298797607422e+01,1.558925724029541016e+01,1.559047889709472656e+01,1.559495162963867188e+01,1.559285640716552734e+01,1.561040306091308594e+01,1.566862106323242188e+01,1.570097160339355469e+01,1.569723796844482422e+01,1.569390487670898438e+01,1.569115352630615234e+01,1.568973159790039062e+01,1.568987178802490234e+01,1.568998622894287109e+01,1.568999099731445312e+01,1.569040393829345703e+01,1.569051742553710938e+01,1.568969821929931641e+01,1.568455886840820312e+01,1.568737697601318359e+01,1.573612785339355469e+01,1.578803443908691406e+01,1.579480838775634766e+01,1.579068756103515625e+01,1.579022121429443359e+01,1.579006099700927734e+01,1.578911876678466797e+01,1.578151130676269531e+01,1.579571533203125000e+01,1.585349369049072266e+01,1.589115619659423828e+01,1.589301776885986328e+01,1.589105510711669922e+01,1.588972854614257812e+01,1.588967132568359375e+01,1.589021015167236328e+01,1.589060592651367188e+01,1.589058399200439453e+01,1.588586807250976562e+01,1.588057041168212891e+01,1.591508579254150391e+01,1.597028160095214844e+01,1.599225807189941406e+01,1.599269676208496094e+01,1.598589992523193359e+01,1.598978137969970703e+01,1.603017425537109375e+01,1.607465934753417969e+01,1.609100341796875000e+01,1.609118652343750000e+01
1.545413017272949219e+01,1.549378490447998047e+01,1.549659156799316406e+01,1.549029827117919922e+01,1.548891162872314453e+01,1.548678302764892578e+01,1.548586750030517578e+01,1.549525928497314453e+01,1.550918197631835938e+01,1.551213359832763672e+01,1.554350948333740234e+01,1.559290218353271484e+01,1.560411930084228516e+01,1.559481048583984375e+01,1.558849525451660156e+01,1.558758735656738281e+01,1.558856201171875000e+01,1.558839988708496094e+01,1.558984851837158203e+01,1.559750461578369141e+01,1.559857559204101562e+01,1.561118984222412109e+01,1.566549968719482422e+01,1.570216178894042969e+01,1.569875526428222656e+01,1.569162940979003906e+01,1.568903446197509766e+01,1.568960380554199219e+01,1.569004917144775391e+01,1.568993568420410156e+01,1.568978023529052734e+01,1.569003677368164062e+01,1.569023036956787109e+01,1.569107532501220703e+01,1.568881893157958984e+01,1.568925571441650391e+01,1.573323535919189453e+01,1.578807640075683594e+01,1.579659843444824219e+01,1.579068851470947266e+01,1.578952980041503906e+01,1.578979778289794922e+01,1.579056167602539062e+01,1.579001617431640625e+01,1.578647232055664062e+01,1.578542518615722656e+01,1.582467365264892578e+01,1.588017082214355469e+01,1.589465332031250000e+01,1.589121150970458984e+01,1.588980007171630859e+01,1.588943576812744141e+01,1.588994503021240234e+01,1.589053058624267578e+01,1.589058685302734375e+01,1.588953208923339844e+01,1.588141059875488281e+01,1.589128589630126953e+01,1.594548892974853516e+01,1.598696708679199219e+01,1.599369335174560547e+01,1.599172306060791016e+01,1.598894691467285156e+01,1.598382186889648438e+01,1.599217796325683594e+01,1.604772567749023438e+01,1.609429550170898438e+01,1.609207344055175781e+01,1.608608245849609375e+01
1.549557399749755859e+01,1.548935890197753906e+01,1.548564720153808594e+01,1.548401069641113281e+01,1.549418258666992188e+01,1.551357936859130859e+01,1.551839828491210938e+01,1.554279422760009766e+01,1.558998870849609375e+01,1.560445404052734375e+01,1.559545516967773438e+01,1.558690261840820312e+01,1.558587360382080078e+01,1.559896469116210938e+01,1.561281585693359375e+01,1.561365509033203125e+01,1.561038112640380859e+01,1.560424900054931641e+01,1.561217021942138672e+01,1.566216373443603516e+01,1.570194911956787109e+01,1.570077323913574219e+01,1.569256496429443359e+01,1.568911933898925781e+01,1.568939781188964844e+01,1.568954277038574219e+01,1.568932151794433594e+01,1.568883514404296875e+01,1.568996143341064453e+01,1.569545173645019531e+01,1.569875812530517578e+01,1.569470024108886719e+01,1.569187736511230469e+01,1.573035049438476562e+01,1.578750133514404297e+01,1.580023860931396484e+01,1.579277038574218750e+01,1.578971004486083984e+01,1.578928184509277344e+01,1.578995609283447266e+01,1.578999137878417969e+01,1.579032802581787109e+01,1.579060459136962891e+01,1.579001998901367188e+01,1.578599929809570312e+01,1.578440666198730469e+01,1.582678604125976562e+01,1.588497066497802734e+01,1.589641475677490234e+01,1.589067840576171875e+01,1.588955688476562500e+01,1.588984298706054688e+01,1.589090251922607422e+01,1.588873386383056641e+01,1.588206386566162109e+01,1.587856483459472656e+01,1.591538619995117188e+01,1.597336292266845703e+01,1.599345016479492188e+01,1.599189949035644531e+01,1.599056243896484375e+01,1.599005699157714844e+01,1.598984718322753906e+01,1.598192405700683594e+01,1.598652744293212891e+01,1.604419898986816406e+01,1.609333419799804688e+01,1.609083366394042969e+01,1.608550643920898438e+01
1.548192214965820312e+01,1.549215602874755859e+01,1.551705455780029297e+01,1.552533626556396484e+01,1.554332733154296875e+01,1.558665370941162109e+01,1.560375595092773438e+01,1.559712696075439453e+01,1.558953094482421875e+01,1.558584880828857422e+01,1.559860706329345703e+01,1.561340999603271484e+01,1.561799335479736328e+01,1.565411949157714844e+01,1.569726467132568359e+01,1.570292663574218750e+01,1.569892215728759766e+01,1.569861793518066406e+01,1.569764137268066406e+01,1.569326400756835938e+01,1.568975639343261719e+01,1.568976306915283203e+01,1.568976306915283203e+01,1.568835544586181641e+01,1.569195747375488281e+01,1.570174694061279297e+01,1.570511341094970703e+01,1.569852256774902344e+01,1.570470905303955078e+01,1.575559425354003906e+01,1.579934120178222656e+01,1.580066490173339844e+01,1.579638290405273438e+01,1.579314041137695312e+01,1.578998470306396484e+01,1.578967952728271484e+01,1.578996467590332031e+01,1.579004001617431641e+01,1.579001808166503906e+01,1.578997516632080078e+01,1.579034328460693359e+01,1.579040050506591797e+01,1.579020786285400391e+01,1.578488540649414062e+01,1.579942035675048828e+01,1.585802364349365234e+01,1.589544963836669922e+01,1.589313316345214844e+01,1.589026546478271484e+01,1.589018821716308594e+01,1.588929843902587891e+01,1.588492965698242188e+01,1.588015842437744141e+01,1.591303253173828125e+01,1.597216987609863281e+01,1.599004173278808594e+01,1.598677635192871094e+01,1.598941326141357422e+01,1.599017620086669922e+01,1.599052238464355469e+01,1.599018859863281250e+01,1.598803234100341797e+01,1.598403358459472656e+01,1.600918388366699219e+01,1.606359863281250000e+01,1.609083938598632812e+01,1.609230995178222656e+01,1.608595466613769531e+01,1.607983398437500000e+01
1.553258800506591797e+01,1.554525184631347656e+01,1.558343219757080078e+01,1.560226631164550781e+01,1.559760475158691406e+01,1.559130001068115234e+01,1.558664989471435547e+01,1.558294677734375000e+01,1.558613395690917969e+01,1.560833168029785156e+01,1.565434646606445312e+01,1.569657897949218750e+01,1.570333003997802734e+01,1.569340991973876953e+01,1.568681335449218750e+01,1.568627262115478516e+01,1.568738174438476562e+01,1.568764400482177734e+01,1.568784427642822266e+01,1.568808078765869141e+01,1.568853759765625000e+01,1.568743610382080078e+01,1.568611526489257812e+01,1.569107627868652344e+01,1.572275066375732422e+01,1.577900791168212891e+01,1.580420494079589844e+01,1.580016136169433594e+01,1.579718494415283203e+01,1.579260730743408203e+01,1.578960514068603516e+01,1.578971099853515625e+01,1.578999137878417969e+01,1.579004287719726562e+01,1.579007530212402344e+01,1.579001903533935547e+01,1.578981876373291016e+01,1.578982448577880859e+01,1.579018783569335938e+01,1.579254436492919922e+01,1.578964805603027344e+01,1.579971408843994141e+01,1.585508537292480469e+01,1.589728355407714844e+01,1.589606952667236328e+01,1.589087486267089844e+01,1.588993740081787109e+01,1.588979911804199219e+01,1.588794326782226562e+01,1.588295936584472656e+01,1.591053771972656250e+01,1.597134590148925781e+01,1.599470520019531250e+01,1.598979282379150391e+01,1.598948287963867188e+01,1.598971366882324219e+01,1.599000930786132812e+01,1.598997020721435547e+01,1.599013233184814453e+01,1.599068641662597656e+01,1.599045753479003906e+01,1.598742294311523438e+01,1.597975826263427734e+01,1.601013183593750000e+01,1.607510757446289062e+01,1.609700202941894531e+01,1.608579826354980469e+01,1.609687232971191406e+01,1.614711761474609375e+01
1.560044002532958984e+01,1.559752559661865234e+01,1.559153747558593750e+01,1.558613109588623047e+01,1.558203411102294922e+01,1.558691596984863281e+01,1.561200428009033203e+01,1.562732601165771484e+01,1.563670539855957031e+01,1.567331886291503906e+01,1.569410610198974609e+01,1.568654823303222656e+01,1.568522071838378906e+01,1.570348739624023438e+01,1.572215747833251953e+01,1.572329711914062500e+01,1.572037601470947266e+01,1.571900463104248047e+01,1.571832656860351562e+01,1.571765327453613281e+01,1.571599674224853516e+01,1.571143531799316406e+01,1.571166801452636719e+01,1.575060749053955078e+01,1.579504299163818359e+01,1.579683113098144531e+01,1.578996467590332031e+01,1.578911113739013672e+01,1.578844833374023438e+01,1.578871250152587891e+01,1.578885841369628906e+01,1.578901576995849609e+01,1.578912067413330078e+01,1.578912258148193359e+01,1.578911972045898438e+01,1.578956985473632812e+01,1.579439163208007812e+01,1.579495143890380859e+01,1.580138683319091797e+01,1.585189056396484375e+01,1.589793109893798828e+01,1.589923286437988281e+01,1.589198589324951172e+01,1.588926506042480469e+01,1.588988971710205078e+01,1.589047908782958984e+01,1.588950252532958984e+01,1.588531208038330078e+01,1.589099502563476562e+01,1.594172573089599609e+01,1.599150943756103516e+01,1.599520683288574219e+01,1.599025154113769531e+01,1.598949432373046875e+01,1.598957729339599609e+01,1.599001121520996094e+01,1.598996639251708984e+01,1.599043560028076172e+01,1.599055290222167969e+01,1.598995685577392578e+01,1.598385620117187500e+01,1.598676013946533203e+01,1.603648376464843750e+01,1.608666038513183594e+01,1.609386634826660156e+01,1.608975982666015625e+01,1.608273506164550781e+01,1.609947204589843750e+01,1.616019058227539062e+01
1.558227348327636719e+01,1.558068943023681641e+01,1.558468151092529297e+01,1.561232662200927734e+01,1.563397789001464844e+01,1.564108753204345703e+01,1.567313671112060547e+01,1.569528293609619141e+01,1.569906044006347656e+01,1.571923160552978516e+01,1.573163700103759766e+01,1.572630214691162109e+01,1.572704219818115234e+01,1.576158428192138672e+01,1.579817485809326172e+01,1.580191040039062500e+01,1.579851436614990234e+01,1.579818439483642578e+01,1.579782295227050781e+01,1.579641819000244141e+01,1.579541873931884766e+01,1.579601478576660156e+01,1.579619312286376953e+01,1.579245758056640625e+01,1.578787136077880859e+01,1.578675556182861328e+01,1.578634548187255859e+01,1.579402732849121094e+01,1.580806255340576172e+01,1.581203460693359375e+01,1.580975627899169922e+01,1.580881500244140625e+01,1.580791091918945312e+01,1.580640983581542969e+01,1.580120182037353516e+01,1.580339336395263672e+01,1.584872531890869141e+01,1.589734172821044922e+01,1.590176582336425781e+01,1.589330196380615234e+01,1.588936233520507812e+01,1.588928794860839844e+01,1.589014434814453125e+01,1.589066696166992188e+01,1.588993167877197266e+01,1.588797473907470703e+01,1.588536834716796875e+01,1.591195583343505859e+01,1.597257518768310547e+01,1.599840068817138672e+01,1.599202728271484375e+01,1.598966121673583984e+01,1.598937416076660156e+01,1.598985767364501953e+01,1.599000358581542969e+01,1.599014949798583984e+01,1.599071216583251953e+01,1.599002170562744141e+01,1.598671817779541016e+01,1.598065185546875000e+01,1.600649452209472656e+01,1.606748580932617188e+01,1.609506607055664062e+01,1.609265136718750000e+01,1.609035110473632812e+01,1.608835411071777344e+01,1.608356475830078125e+01,1.610049057006835938e+01,1.615888214111328125e+01
1.564812755584716797e+01,1.564168167114257812e+01,1.564285564422607422e+01,1.567142200469970703e+01,1.569827079772949219e+01,1.569722557067871094e+01,1.568941402435302734e+01,1.570110893249511719e+01,1.573825550079345703e+01,1.578172206878662109e+01,1.580141925811767578e+01,1.579941082000732422e+01,1.579732227325439453e+01,1.579368686676025391e+01,1.578900623321533203e+01,1.578614234924316406e+01,1.578519916534423828e+01,1.578350162506103516e+01,1.578910636901855469e+01,1.581097507476806641e+01,1.582464885711669922e+01,1.582280635833740234e+01,1.582069492340087891e+01,1.581979370117187500e+01,1.581848716735839844e+01,1.581537437438964844e+01,1.581101703643798828e+01,1.583697986602783203e+01,1.588745403289794922e+01,1.590434837341308594e+01,1.589960002899169922e+01,1.589812755584716797e+01,1.589777278900146484e+01,1.589818572998046875e+01,1.589853763580322266e+01,1.589808368682861328e+01,1.589402103424072266e+01,1.588996601104736328e+01,1.588959217071533203e+01,1.588998126983642578e+01,1.589011287689208984e+01,1.589038085937500000e+01,1.589000606536865234e+01,1.588853740692138672e+01,1.588631629943847656e+01,1.589389419555664062e+01,1.594250392913818359e+01,1.599290847778320312e+01,1.599654388427734375e+01,1.599007797241210938e+01,1.598940849304199219e+01,1.598932266235351562e+01,1.598986434936523438e+01,1.599151706695556641e+01,1.599248313903808594e+01,1.599052143096923828e+01,1.598420333862304688e+01,1.600498008728027344e+01,1.606558036804199219e+01,1.609594154357910156e+01,1.609147644042968750e+01,1.608957290649414062e+01,1.608957290649414062e+01,1.609044647216796875e+01,1.609031105041503906e+01,1.608891677856445312e+01,1.608372688293457031e+01,1.610129547119140625e+01,1.615989685058593750e+01
