1.450623798370361328e+01,1.455891609191894531e+01,1.460092067718505859e+01,1.460154819488525391e+01,1.459295845031738281e+01,1.458925533294677734e+01,1.458972358703613281e+01,1.458979797363281250e+01,1.458822345733642578e+01,1.458632946014404297e+01,1.459712791442871094e+01,1.464852333068847656e+01,1.469690704345703125e+01,1.470021629333496094e+01,1.469241142272949219e+01,1.468932914733886719e+01,1.468936252593994141e+01,1.469014644622802734e+01,1.469065952301025391e+01,1.469009494781494141e+01,1.468807601928710938e+01,1.468395137786865234e+01,1.471017265319824219e+01,1.477123641967773438e+01,1.479725742340087891e+01,1.479194164276123047e+01,1.478978919982910156e+01,1.478937053680419922e+01,1.478984928131103516e+01,1.479041576385498047e+01,1.479048919677734375e+01,1.478979873657226562e+01,1.478535842895507812e+01,1.478865337371826172e+01,1.483484554290771484e+01,1.488471984863281250e+01,1.489415073394775391e+01,1.489163494110107422e+01,1.489013290405273438e+01,1.488577270507812500e+01,1.488092136383056641e+01,1.491596794128417969e+01,1.497332286834716797e+01,1.499344539642333984e+01,1.499197101593017578e+01,1.498568725585937500e+01,1.498901367187500000e+01,1.503152847290039062e+01,1.507745552062988281e+01,1.509191799163818359e+01,1.509280586242675781e+01,1.509098243713378906e+01,1.508091926574707031e+01,1.507042217254638672e+01,1.514557933807373047e+01,1.525683307647705078e+01,1.529560852050781250e+01,1.532715511322021484e+01,1.536735248565673828e+01,1.538679027557373047e+01,1.539081478118896484e+01,1.540194416046142578e+01,1.541482543945312500e+01,1.539806270599365234e+01,1.542135620117187500e+01,1.548140907287597656e+01,1.549488544464111328e+01,1.548403358459472656e+01,1.550659942626953125e+01,1.556768608093261719e+01,1.559627246856689453e+01,1.558680438995361328e+01,1.559325027465820312e+01,1.564698314666748047e+01,1.568676948547363281e+01,1.570194053649902344e+01,1.575677490234375000e+01,1.579498481750488281e+01,1.579071807861328125e+01,1.578814315795898438e+01
1.458443260192871094e+01,1.459986019134521484e+01,1.459127235412597656e+01,1.458939456939697266e+01,1.458941268920898438e+01,1.458888530731201172e+01,1.459107494354248047e+01,1.459917736053466797e+01,1.459938716888427734e+01,1.462062549591064453e+01,1.467689132690429688e+01,1.469974613189697266e+01,1.469189262390136719e+01,1.468950748443603516e+01,1.468939590454101562e+01,1.468990230560302734e+01,1.469046878814697266e+01,1.469044494628906250e+01,1.468927383422851562e+01,1.468591785430908203e+01,1.469180393218994141e+01,1.474103164672851562e+01,1.479188728332519531e+01,1.479596519470214844e+01,1.479017639160156250e+01,1.478946876525878906e+01,1.478954505920410156e+01,1.479002952575683594e+01,1.479004383087158203e+01,1.479035186767578125e+01,1.478963661193847656e+01,1.478791809082031250e+01,1.478249931335449219e+01,1.478642272949218750e+01,1.483824634552001953e+01,1.489123821258544922e+01,1.489585971832275391e+01,1.488982772827148438e+01,1.488163948059082031e+01,1.489146041870117188e+01,1.494742393493652344e+01,1.498951244354248047e+01,1.499369144439697266e+01,1.499145030975341797e+01,1.498952293395996094e+01,1.498252010345458984e+01,1.498476219177246094e+01,1.503971195220947266e+01,1.509358119964599609e+01,1.509657764434814453e+01,1.508950996398925781e+01,1.507201862335205078e+01,1.508970546722412109e+01,1.519323253631591797e+01,1.527690887451171875e+01,1.528869438171386719e+01,1.528505802154541016e+01,1.533310413360595703e+01,1.539322853088378906e+01,1.540334224700927734e+01,1.539534473419189453e+01,1.538837242126464844e+01,1.538317298889160156e+01,1.538390636444091797e+01,1.542656803131103516e+01,1.548416328430175781e+01,1.549469184875488281e+01,1.548374366760253906e+01,1.550749683380126953e+01,1.556882095336914062e+01,1.559631347656250000e+01,1.558659076690673828e+01,1.559388160705566406e+01,1.564819812774658203e+01,1.568706226348876953e+01,1.570238208770751953e+01,1.575776863098144531e+01,1.579569625854492188e+01,1.579336166381835938e+01,1.578820323944091797e+01
1.459568786621093750e+01,1.458966445922851562e+01,1.459005355834960938e+01,1.458899211883544922e+01,1.458675765991210938e+01,1.459002304077148438e+01,1.461882591247558594e+01,1.467511367797851562e+01,1.470438003540039062e+01,1.469883346557617188e+01,1.469139480590820312e+01,1.468890571594238281e+01,1.468965625762939453e+01,1.469007492065429688e+01,1.469021701812744141e+01,1.469040870666503906e+01,1.468935489654541016e+01,1.468768215179443359e+01,1.468644046783447266e+01,1.471209907531738281e+01,1.477189159393310547e+01,1.479911041259765625e+01,1.479233837127685547e+01,1.478956413269042969e+01,1.478941154479980469e+01,1.479022693634033203e+01,1.479049015045166016e+01,1.479033565521240234e+01,1.478513717651367188e+01,1.480226898193359375e+01,1.486188888549804688e+01,1.489617538452148438e+01,1.489217567443847656e+01,1.488895511627197266e+01,1.488915538787841797e+01,1.488987350463867188e+01,1.488724708557128906e+01,1.488435173034667969e+01,1.491882705688476562e+01,1.497613334655761719e+01,1.499480819702148438e+01,1.499201965332031250e+01,1.499013423919677734e+01,1.498774719238281250e+01,1.498358535766601562e+01,1.500674343109130859e+01,1.506295776367187500e+01,1.509235858917236328e+01,1.509305667877197266e+01,1.508343505859375000e+01,1.507007980346679688e+01,1.513469028472900391e+01,1.524789047241210938e+01,1.529267692565917969e+01,1.528892040252685547e+01,1.530216217041015625e+01,1.535301303863525391e+01,1.539517498016357422e+01,1.537408638000488281e+01,1.532342910766601562e+01,1.534747695922851562e+01,1.539097595214843750e+01,1.538999080657958984e+01,1.538616847991943359e+01,1.542729663848876953e+01,1.548441982269287109e+01,1.549449253082275391e+01,1.548368263244628906e+01,1.550856018066406250e+01,1.557012176513671875e+01,1.559681034088134766e+01,1.558385181427001953e+01,1.558796024322509766e+01,1.564572906494140625e+01,1.568754386901855469e+01,1.570339965820312500e+01,1.575902557373046875e+01,1.579586315155029297e+01,1.579327201843261719e+01,1.578805828094482422e+01
1.458969593048095703e+01,1.458989715576171875e+01,1.458728313446044922e+01,1.458677196502685547e+01,1.460153865814208984e+01,1.464769649505615234e+01,1.469389057159423828e+01,1.469760322570800781e+01,1.468990135192871094e+01,1.468936920166015625e+01,1.468960285186767578e+01,1.469013023376464844e+01,1.469006347656250000e+01,1.468976020812988281e+01,1.468912410736083984e+01,1.469384670257568359e+01,1.469825935363769531e+01,1.470009422302246094e+01,1.474126434326171875e+01,1.479223823547363281e+01,1.479712200164794922e+01,1.479019546508789062e+01,1.479002094268798828e+01,1.478970432281494141e+01,1.478870677947998047e+01,1.478514099121093750e+01,1.480130863189697266e+01,1.485938930511474609e+01,1.489850807189941406e+01,1.489592933654785156e+01,1.489065265655517578e+01,1.488926029205322266e+01,1.488962078094482422e+01,1.489028263092041016e+01,1.489065265655517578e+01,1.489012050628662109e+01,1.488671398162841797e+01,1.488318061828613281e+01,1.492045879364013672e+01,1.498100185394287109e+01,1.499701499938964844e+01,1.499168777465820312e+01,1.499007606506347656e+01,1.498729991912841797e+01,1.498030376434326172e+01,1.500763988494873047e+01,1.507233524322509766e+01,1.509704113006591797e+01,1.507625865936279297e+01,1.508878993988037109e+01,1.519508361816406250e+01,1.528457736968994141e+01,1.529673576354980469e+01,1.529027748107910156e+01,1.527822494506835938e+01,1.530635070800781250e+01,1.537211990356445312e+01,1.535629844665527344e+01,1.532297801971435547e+01,1.535612583160400391e+01,1.538492202758789062e+01,1.539195156097412109e+01,1.538725566864013672e+01,1.538537216186523438e+01,1.542883014678955078e+01,1.548579025268554688e+01,1.549445152282714844e+01,1.547958660125732422e+01,1.550249958038330078e+01,1.556681060791015625e+01,1.559295558929443359e+01,1.560855102539062500e+01,1.565059471130371094e+01,1.568041992187500000e+01,1.568544292449951172e+01,1.570137500762939453e+01,1.575994968414306641e+01,1.579583454132080078e+01,1.578992176055908203e+01,1.578877830505371094e+01
1.458900260925292969e+01,1.458753013610839844e+01,1.459389209747314453e+01,1.462305545806884766e+01,1.467465782165527344e+01,1.469999217987060547e+01,1.469291305541992188e+01,1.468927860260009766e+01,1.468943977355957031e+01,1.468990516662597656e+01,1.469043540954589844e+01,1.469050121307373047e+01,1.468832874298095703e+01,1.468669509887695312e+01,1.469583988189697266e+01,1.473931026458740234e+01,1.479232120513916016e+01,1.480382728576660156e+01,1.479497718811035156e+01,1.478986263275146484e+01,1.478933715820312500e+01,1.479016685485839844e+01,1.478890895843505859e+01,1.478693389892578125e+01,1.478938865661621094e+01,1.482836341857910156e+01,1.488550853729248047e+01,1.489836406707763672e+01,1.489076614379882812e+01,1.488949108123779297e+01,1.488935661315917969e+01,1.488974094390869141e+01,1.489122295379638672e+01,1.489245510101318359e+01,1.489046669006347656e+01,1.488407611846923828e+01,1.489526844024658203e+01,1.495180988311767578e+01,1.499413490295410156e+01,1.499422073364257812e+01,1.499065685272216797e+01,1.498936939239501953e+01,1.498421669006347656e+01,1.498687744140625000e+01,1.503575038909912109e+01,1.508711528778076172e+01,1.508854675292968750e+01,1.507309532165527344e+01,1.513413047790527344e+01,1.525323677062988281e+01,1.529844951629638672e+01,1.529358673095703125e+01,1.528451538085937500e+01,1.528274345397949219e+01,1.533385562896728516e+01,1.536917304992675781e+01,1.532346343994140625e+01,1.528015518188476562e+01,1.530581951141357422e+01,1.537423038482666016e+01,1.539935684204101562e+01,1.539224529266357422e+01,1.538498401641845703e+01,1.537971019744873047e+01,1.542395019531250000e+01,1.548164081573486328e+01,1.549513721466064453e+01,1.552566528320312500e+01,1.557004928588867188e+01,1.558563137054443359e+01,1.558034992218017578e+01,1.561280918121337891e+01,1.567936515808105469e+01,1.569781303405761719e+01,1.568088054656982422e+01,1.569407844543457031e+01,1.575811481475830078e+01,1.579616641998291016e+01,1.578769016265869141e+01,1.578994655609130859e+01
1.458309650421142578e+01,1.457987022399902344e+01,1.462318897247314453e+01,1.468825626373291016e+01,1.470010948181152344e+01,1.469057750701904297e+01,1.468933582305908203e+01,1.468945884704589844e+01,1.469034004211425781e+01,1.469004344940185547e+01,1.468776130676269531e+01,1.468545627593994141e+01,1.468928527832031250e+01,1.471484375000000000e+01,1.476924228668212891e+01,1.479991149902343750e+01,1.479366302490234375e+01,1.478942298889160156e+01,1.478943157196044922e+01,1.478923892974853516e+01,1.478968143463134766e+01,1.479624652862548828e+01,1.479811668395996094e+01,1.480714416503906250e+01,1.485895729064941406e+01,1.489807415008544922e+01,1.489443111419677734e+01,1.488985538482666016e+01,1.488987636566162109e+01,1.488877105712890625e+01,1.488747978210449219e+01,1.488696098327636719e+01,1.492088603973388672e+01,1.497191238403320312e+01,1.493943309783935547e+01,1.491969013214111328e+01,1.497516250610351562e+01,1.499698925018310547e+01,1.499217414855957031e+01,1.499036693572998047e+01,1.498785781860351562e+01,1.498256683349609375e+01,1.500620365142822266e+01,1.506710815429687500e+01,1.509513092041015625e+01,1.507926273345947266e+01,1.509050369262695312e+01,1.519717025756835938e+01,1.529063129425048828e+01,1.529773044586181641e+01,1.528954601287841797e+01,1.527995491027832031e+01,1.530169391632080078e+01,1.536228179931640625e+01,1.535479927062988281e+01,1.529584503173828125e+01,1.528198242187500000e+01,1.533052158355712891e+01,1.538277053833007812e+01,1.539350700378417969e+01,1.539047145843505859e+01,1.538401603698730469e+01,1.539719963073730469e+01,1.544695949554443359e+01,1.548389244079589844e+01,1.548716259002685547e+01,1.549036693572998047e+01,1.553924369812011719e+01,1.558700084686279297e+01,1.559685802459716797e+01,1.563222599029541016e+01,1.567421340942382812e+01,1.568749618530273438e+01,1.568808174133300781e+01,1.571379089355468750e+01,1.576023483276367188e+01,1.578668785095214844e+01,1.579206085205078125e+01,1.578518009185791016e+01,1.579003715515136719e+01
1.462065315246582031e+01,1.462711048126220703e+01,1.464852905273437500e+01,1.468501377105712891e+01,1.469401073455810547e+01,1.469074916839599609e+01,1.468996620178222656e+01,1.468915176391601562e+01,1.468683242797851562e+01,1.469410419464111328e+01,1.471039295196533203e+01,1.471428585052490234e+01,1.474135112762451172e+01,1.478905963897705078e+01,1.479846000671386719e+01,1.479059505462646484e+01,1.478998279571533203e+01,1.478961277008056641e+01,1.478752517700195312e+01,1.478738498687744141e+01,1.480454540252685547e+01,1.485677814483642578e+01,1.490024566650390625e+01,1.490172386169433594e+01,1.489313125610351562e+01,1.488889884948730469e+01,1.488857555389404297e+01,1.488935565948486328e+01,1.489380836486816406e+01,1.489524650573730469e+01,1.489900398254394531e+01,1.494589900970458984e+01,1.499390792846679688e+01,1.499621295928955078e+01,1.499289894104003906e+01,1.499329090118408203e+01,1.499039649963378906e+01,1.498834609985351562e+01,1.498420143127441406e+01,1.500387382507324219e+01,1.506436252593994141e+01,1.509899711608886719e+01,1.509387397766113281e+01,1.508536338806152344e+01,1.507578086853027344e+01,1.513617706298828125e+01,1.525802421569824219e+01,1.530296039581298828e+01,1.529258823394775391e+01,1.528551197052001953e+01,1.528598690032958984e+01,1.533527565002441406e+01,1.537218475341796875e+01,1.532428550720214844e+01,1.528180122375488281e+01,1.530489063262939453e+01,1.536363029479980469e+01,1.539313125610351562e+01,1.539312362670898438e+01,1.539092826843261719e+01,1.538854217529296875e+01,1.537998294830322266e+01,1.539495468139648438e+01,1.545901393890380859e+01,1.549670791625976562e+01,1.548864364624023438e+01,1.548993206024169922e+01,1.553945159912109375e+01,1.558207321166992188e+01,1.559174919128417969e+01,1.564633750915527344e+01,1.569493484497070312e+01,1.568962287902832031e+01,1.567942333221435547e+01,1.572212123870849609e+01,1.578616619110107422e+01,1.579836273193359375e+01,1.579084110260009766e+01,1.578190517425537109e+01,1.578367710113525391e+01
1.469208812713623047e+01,1.470253372192382812e+01,1.469548988342285156e+01,1.469028663635253906e+01,1.468949508666992188e+01,1.469052600860595703e+01,1.468757057189941406e+01,1.468525886535644531e+01,1.469962692260742188e+01,1.474042606353759766e+01,1.478866672515869141e+01,1.480445671081542969e+01,1.479690837860107422e+01,1.479065990447998047e+01,1.478930854797363281e+01,1.478941440582275391e+01,1.478679847717285156e+01,1.478554630279541016e+01,1.479345607757568359e+01,1.482919502258300781e+01,1.488315677642822266e+01,1.490009880065917969e+01,1.489140129089355469e+01,1.488897323608398438e+01,1.488826847076416016e+01,1.489447689056396484e+01,1.490044689178466797e+01,1.490252780914306641e+01,1.494285011291503906e+01,1.499446868896484375e+01,1.500243282318115234e+01,1.499393844604492188e+01,1.498946571350097656e+01,1.498914623260498047e+01,1.499007987976074219e+01,1.498918247222900391e+01,1.498661327362060547e+01,1.498951530456542969e+01,1.503275203704833984e+01,1.508859157562255859e+01,1.509785842895507812e+01,1.509047508239746094e+01,1.508471107482910156e+01,1.508925819396972656e+01,1.513808441162109375e+01,1.521758937835693359e+01,1.528100395202636719e+01,1.529720401763916016e+01,1.529087352752685547e+01,1.528917884826660156e+01,1.528948879241943359e+01,1.529201793670654297e+01,1.529311561584472656e+01,1.528894042968750000e+01,1.528062915802001953e+01,1.530761623382568359e+01,1.537198734283447266e+01,1.539808845520019531e+01,1.539226818084716797e+01,1.538601684570312500e+01,1.538058662414550781e+01,1.541663455963134766e+01,1.547447681427001953e+01,1.549373054504394531e+01,1.549218750000000000e+01,1.548328399658203125e+01,1.548158168792724609e+01,1.553156852722167969e+01,1.561049652099609375e+01,1.566684246063232422e+01,1.568837356567382812e+01,1.568607330322265625e+01,1.569574928283691406e+01,1.574185085296630859e+01,1.578143787384033203e+01,1.579179096221923828e+01,1.579003524780273438e+01,1.578440093994140625e+01,1.580321407318115234e+01,1.585017204284667969e+01
1.469324016571044922e+01,1.468929004669189453e+01,1.468980216979980469e+01,1.469043731689453125e+01,1.468975639343261719e+01,1.468465137481689453e+01,1.468940162658691406e+01,1.471898269653320312e+01,1.476746273040771484e+01,1.479799652099609375e+01,1.479471397399902344e+01,1.478954315185546875e+01,1.478962326049804688e+01,1.478849220275878906e+01,1.478709602355957031e+01,1.479924678802490234e+01,1.481301879882812500e+01,1.481808185577392578e+01,1.485621738433837891e+01,1.489645099639892578e+01,1.489620494842529297e+01,1.489019203186035156e+01,1.488750648498535156e+01,1.488629055023193359e+01,1.489756488800048828e+01,1.494156265258789062e+01,1.499318218231201172e+01,1.500408458709716797e+01,1.499521732330322266e+01,1.498986148834228516e+01,1.498872470855712891e+01,1.498861503601074219e+01,1.499294948577880859e+01,1.500055408477783203e+01,1.500145530700683594e+01,1.499442958831787109e+01,1.500740623474121094e+01,1.506384468078613281e+01,1.509927654266357422e+01,1.509333419799804688e+01,1.508767700195312500e+01,1.508559322357177734e+01,1.511398506164550781e+01,1.517244243621826172e+01,1.519404220581054688e+01,1.522033309936523438e+01,1.527719497680664062e+01,1.529617881774902344e+01,1.529116344451904297e+01,1.529016590118408203e+01,1.528991127014160156e+01,1.528966712951660156e+01,1.528508377075195312e+01,1.528901672363281250e+01,1.533783817291259766e+01,1.538853168487548828e+01,1.539490509033203125e+01,1.539004802703857422e+01,1.538193607330322266e+01,1.539202308654785156e+01,1.544856166839599609e+01,1.549103546142578125e+01,1.549373435974121094e+01,1.548934173583984375e+01,1.548053169250488281e+01,1.550016021728515625e+01,1.555627346038818359e+01,1.558417892456054688e+01,1.561793041229248047e+01,1.567763423919677734e+01,1.569584846496582031e+01,1.568439579010009766e+01,1.569879245758056641e+01,1.575904655456542969e+01,1.579722881317138672e+01,1.579343700408935547e+01,1.578771018981933594e+01,1.578229904174804688e+01,1.581183242797851562e+01,1.587491512298583984e+01
1.468974304199218750e+01,1.469027423858642578e+01,1.468817996978759766e+01,1.468261718750000000e+01,1.468189239501953125e+01,1.470208740234375000e+01,1.474439620971679688e+01,1.478714752197265625e+01,1.479832649230957031e+01,1.479111194610595703e+01,1.478979206085205078e+01,1.478982925415039062e+01,1.478601264953613281e+01,1.478702259063720703e+01,1.480890178680419922e+01,1.485571479797363281e+01,1.489724826812744141e+01,1.490323829650878906e+01,1.489494037628173828e+01,1.488948249816894531e+01,1.488650512695312500e+01,1.488485813140869141e+01,1.489004230499267578e+01,1.491727828979492188e+01,1.497080898284912109e+01,1.499997901916503906e+01,1.499357509613037109e+01,1.498959732055664062e+01,1.498927497863769531e+01,1.498755741119384766e+01,1.498655796051025391e+01,1.499194145202636719e+01,1.502853870391845703e+01,1.508505535125732422e+01,1.510397338867187500e+01,1.509896755218505859e+01,1.509639358520507812e+01,1.509156513214111328e+01,1.508803844451904297e+01,1.508654212951660156e+01,1.509540653228759766e+01,1.514428043365478516e+01,1.518971633911132812e+01,1.520320224761962891e+01,1.525134086608886719e+01,1.529509067535400391e+01,1.529447650909423828e+01,1.528991031646728516e+01,1.528941535949707031e+01,1.529007530212402344e+01,1.529052925109863281e+01,1.528963661193847656e+01,1.528482055664062500e+01,1.528975868225097656e+01,1.534114742279052734e+01,1.539107704162597656e+01,1.539216041564941406e+01,1.538451290130615234e+01,1.541853904724121094e+01,1.547700881958007812e+01,1.549571609497070312e+01,1.549123573303222656e+01,1.548546123504638672e+01,1.548748111724853516e+01,1.553249168395996094e+01,1.558308601379394531e+01,1.559091758728027344e+01,1.558102226257324219e+01,1.561156940460205078e+01,1.567574310302734375e+01,1.569630718231201172e+01,1.568466377258300781e+01,1.569951725006103516e+01,1.575925636291503906e+01,1.579656696319580078e+01,1.579359149932861328e+01,1.578783607482910156e+01,1.577841567993164062e+01,1.580553150177001953e+01,1.586963653564453125e+01
